sentiment,text,original_text,cleaned_text,korean_translation
1,@W0YhMo hey  how do you work twitter ?? you cn tell me your are following me ,@W0YhMo hey  how do you work twitter ?? you cn tell me your are following me ,hey how do you work twitter you cn tell me your are following me,헤이 당신은 어떻게 트위터를 일으세요 cn 당신이 나를 따라 가고 있다고 말해줘
1,&quot;You're so indecisive. Or decisive. I can't decide.&quot; ,&quot;You're so indecisive. Or decisive. I can't decide.&quot; ,quot You re so indecisive Or decisive I can t decide quot,quot you re re repysive 또는 jogisive 나는 quot 결정을 할 수 없다
1,hi baby wearing mamas!   #babywearing,hi baby wearing mamas!   #babywearing,hi baby wearing mamas babywearing,안녕 아기를 착용하고 아기 베이비웨어
1,flip flops on a rainy day ,flip flops on a rainy day ,flip flops on a rainy day,비오는 날에 플립 플롭
1,@AndyCoulthard Seems like. But what a spectacular crash it was ,@AndyCoulthard Seems like. But what a spectacular crash it was ,Seems like But what a spectacular crash it was,비슷한 것 같지만 얼마나 멋진 충돌 이었는지
1,"time for a tanning session outside, then shower, then PROM! so excited ","time for a tanning session outside, then shower, then PROM! so excited ",time for a tanning session outside then shower then PROM so excited,외부에서 태닝 세션을위한 시간과 샤워 한 다음 Prom 너무 흥분됩니다.
1,And everyone should campaign that for CR2 @ddlovato and @jonasbrothers aka Joe should be nominated/win best kiss!! ,And everyone should campaign that for CR2 @ddlovato and @jonasbrothers aka Joe should be nominated/win best kiss!! ,And everyone should campaign that for CR2 and aka Joe should be nominated win best kiss,그리고 모든 사람은 CR2와 일명 Joe가 지명되어야한다고 캠페인해야합니다.
1,@shullygully yeah i watched the game! haha. felt really sleepy throughout the game though. kane must be depressed ,@shullygully yeah i watched the game! haha. felt really sleepy throughout the game though. kane must be depressed ,yeah i watched the game haha felt really sleepy throughout the game though kane must be depressed,"네, 게임을 보았습니다. 하하는 게임 전반에 걸쳐 정말로 졸린 느낌이 들었습니다. Kane은 우울해야합니다."
0,My tonsil hurt s'thin awful! 1 of em is swollen-the icey isn't working &amp; it hurts 2 talk-i just wana get both of em taken out ,My tonsil hurt s'thin awful! 1 of em is swollen-the icey isn't working &amp; it hurts 2 talk-i just wana get both of em taken out ,My tonsil hurt s thin awful 1 of em is swollen the icey isn t working amp it hurts 2 talk i just wana get both of em taken out,내 편도선 상처 s 얇은 끔찍한 1 eM은 얼음이 부어 오른다.
1,"@Deb75 Absolutely agree re: Marcia duet Deb , just love it ","@Deb75 Absolutely agree re: Marcia duet Deb , just love it ",Absolutely agree re Marcia duet Deb just love it,RE Marcia Duet Deb는 그냥 사랑합니다
1,New blog post- using postcrossing in school.  http://2cj.creativeblogs.net Send postcards around the world and receive them back! ,New blog post- using postcrossing in school.  http://2cj.creativeblogs.net Send postcards around the world and receive them back! ,New blog post using postcrossing in school Send postcards around the world and receive them back,학교에서 포스트 크로스를 사용한 새 블로그 게시물 전 세계에 엽서를 보내어 다시받습니다.
1,VISA process for SAUDI is messing up my week. Not sure if I am going to Effat/Jeddah yet!  Over 40 so fingers crossed. ;-),VISA process for SAUDI is messing up my week. Not sure if I am going to Effat/Jeddah yet!  Over 40 so fingers crossed. ;-),VISA process for SAUDI is messing up my week Not sure if I am going to Effat Jeddah yet Over 40 so fingers crossed,사우디의 비자 절차는 내 주를 엉망으로 만들고 있습니다.
1,@BearTwinsMom thanks sweetie! ,@BearTwinsMom thanks sweetie! ,thanks sweetie,감사합니다
1,@pogue  I was making a play on the term &quot;virtual seminar&quot;,@pogue  I was making a play on the term &quot;virtual seminar&quot;,I was making a play on the term quot virtual seminar quot,나는 quot virtual seminar quot라는 용어에서 놀이를하고 있었다
0,"@kirsty_gilfo roast chicken sandwich w' side of fries (yum!) &amp; papardelle w' rabbit. asked for no parsley, but there was parsley thru it ","@kirsty_gilfo roast chicken sandwich w' side of fries (yum!) &amp; papardelle w' rabbit. asked for no parsley, but there was parsley thru it ",roast chicken sandwich w side of fries yum amp papardelle w rabbit asked for no parsley but there was parsley thru it,튀김의 로스트 치킨 샌드위치 W 측면 yum amp papardelle w Rabbit은 파슬리를 요구하지 않았지만 파슬리가있었습니다.
0,@Moonflowerchild it literally makes me sick. why are there people like that in the world??? i just don't understand ,@Moonflowerchild it literally makes me sick. why are there people like that in the world??? i just don't understand ,it literally makes me sick why are there people like that in the world i just don t understand,말 그대로 나를 아프게합니다
0,"So not looking forward to this week.  Maybe I'll get more in-depth later, but probably not. ","So not looking forward to this week.  Maybe I'll get more in-depth later, but probably not. ",So not looking forward to this week Maybe I ll get more in depth later but probably not,그래서 이번 주를 기대하지 않을 수도 있습니다.
0,Grrrr..... I cnt sleep!  -Time is of essence-,Grrrr..... I cnt sleep!  -Time is of essence-,Grrrr I cnt sleep Time is of essence,grrrr i cnt 수면 시간은 본질입니다
1,@JackysPoodle Bless your heart - you're such a good liar and my fragile ego is so thankful   haha! x,@JackysPoodle Bless your heart - you're such a good liar and my fragile ego is so thankful   haha! x,Bless your heart you re such a good liar and my fragile ego is so thankful haha x,당신의 마음을 축복합니다.
1,The geographY was an exam today!But turned out well  OMG on Wednesday will a English exam xD   I woul'd be very nervous...,The geographY was an exam today!But turned out well  OMG on Wednesday will a English exam xD   I woul'd be very nervous...,The geographY was an exam today But turned out well OMG on Wednesday will a English exam xD I woul d be very nervous,지리는 오늘 시험 이었지만 수요일에 잘 밝혀졌습니다. 영어 시험 xD 나는 매우 긴장합니다.
0,oh shit I HAVE NOTHING TO WEAR!!! ,oh shit I HAVE NOTHING TO WEAR!!! ,oh shit I HAVE NOTHING TO WEAR,"오 젠장, 입을 아무것도 없어"
1,@yaseminx3 hah your welcome ,@yaseminx3 hah your welcome ,hah your welcome,hah 당신의 환영
1,high expectations for toniiiighhhttt ,high expectations for toniiiighhhttt ,high expectations for toniiiighhhttt,Toniiiighhttt에 대한 높은 기대
1,@Footballwife your flower is cool.  I just didn't expect it... lol   THanks for the locator link!   i'm craving ice cream-cookies &amp; cream,@Footballwife your flower is cool.  I just didn't expect it... lol   THanks for the locator link!   i'm craving ice cream-cookies &amp; cream,your flower is cool I just didn t expect it lol THanks for the locator link i m craving ice cream cookies amp cream,당신의 꽃은 시원합니다. 방금 예상하지 못했습니다 LOL 로케이터 링크 감사합니다 아이스크림 쿠키를 갈망 앰프 크림
1,"...Hey, that rhymed! ","...Hey, that rhymed! ",Hey that rhymed,"이봐, 운이 좋았어"
0,bored. asdfghjkl ,bored. asdfghjkl ,bored asdfghjkl,지루한 asdfghjkl
1,Off to bed.  Goodnight ,Off to bed.  Goodnight ,Off to bed Goodnight,잘자 잠자리에 들었습니다
0,@MsMasiya i'm at work  I can't check ya out right now love,@MsMasiya i'm at work  I can't check ya out right now love,i m at work I can t check ya out right now love,나는 직장에서 지금 당장 확인할 수 없어 사랑
0,Mind That Bird - soooo close!  Hey winning the Derby is enough!,Mind That Bird - soooo close!  Hey winning the Derby is enough!,Mind That Bird soooo close Hey winning the Derby is enough,버드 soooo 닫기 헤이 더비에서 승리하는 것이 충분하다는 마음은 충분합니다
0,My mom just gave me a card that said happy 21st! I'm 20.  ha,My mom just gave me a card that said happy 21st! I'm 20.  ha,My mom just gave me a card that said happy 21st I m 20 ha,우리 엄마는 방금 나에게 행복한 21st i m 20 ha라고 말하는 카드를 주었다.
1,"late brunch with an amazing bloody mary bar? yes, please ","late brunch with an amazing bloody mary bar? yes, please ",late brunch with an amazing bloody mary bar yes please,"놀라운 블러디 메리 바와 함께 늦은 브런치 예, 제발"
0,@liz_lugo I know how that feels  I'm sorry love feel better,@liz_lugo I know how that feels  I'm sorry love feel better,I know how that feels I m sorry love feel better,기분이 어떤지 알아요 미안해 사랑이 기분이 나아 졌어요
0,@David_Henrie aw your not a douche ,@David_Henrie aw your not a douche ,aw your not a douche,"아, 당신은 douche가 아닙니다"
1,@Armywife515 Ohhhhhh.....hmmmmm...I think Saturday should be about food!! hahaha...I am not sure..Guess i could start that ,@Armywife515 Ohhhhhh.....hmmmmm...I think Saturday should be about food!! hahaha...I am not sure..Guess i could start that ,Ohhhhhh hmmmmm I think Saturday should be about food hahaha I am not sure Guess i could start that,Ohhhhhh hmmmmm 토요일은 음식에 관한 것이어야한다고 생각합니다 hahaha 나는 그것을 시작할 수있을 것 같아요
0,I really need to work on my summer homework....it's due friday and i've i done is get some info...i don't even think that its enough..... ,I really need to work on my summer homework....it's due friday and i've i done is get some info...i don't even think that its enough..... ,I really need to work on my summer homework it s due friday and i ve i done is get some info i don t even think that its enough,나는 금요일에 여름 숙제를해야 할 일이 정말 필요하며 내가 한 일은 몇 가지 정보를 얻는 것입니다.
1,something about tonight  starting the pharma crusade... XD,something about tonight  starting the pharma crusade... XD,something about tonight starting the pharma crusade XD,오늘 밤 제약 십자군 XD를 시작하는 것에 대해 뭔가
0,@Lauren__Lewis thanks ,@Lauren__Lewis thanks ,thanks,감사해요
0,Now I gotta sleep before I get up in 6:40 hours ,Now I gotta sleep before I get up in 6:40 hours ,Now I gotta sleep before I get up in 6 40 hours,이제 60 시간 안에 일어나기 전에 잠을 자야 해
1,@bobbi10100 of course i do  xxx,@bobbi10100 of course i do  xxx,of course i do xxx,물론 나는 xxx를한다
0,Had to pee on the side of the road...not fun ,Had to pee on the side of the road...not fun ,Had to pee on the side of the road not fun,도로 옆에 오줌을 싸워서 재미 있지 않았습니다.
